index,distance,radius,x,y,z,vina_score,com_dist
1,0.0,1.7598892326720632,23.24847851734452,33.420644805060924,-2.1178309101083377,-1.485,2.603318502143372
2,0.06000014659503572,1.7581924325716338,23.225482790108245,33.458926633852066,-2.0777595274929808,-1.201,2.492582820508315
3,0.33000841238267836,1.724899114963091,23.119483701951946,33.62856553362539,-1.8963999383134196,-0.974,2.6163831417801515
4,0.570283482041468,1.6584656737244439,23.015465539068828,33.77179407944551,-1.7339255878693867,-0.723,3.300916938121746
5,0.8430898919364904,1.5823795517962937,22.935253122037516,33.96087319887028,-1.5543750600746735,1.054,3.674667828480125
6,1.0752515268377567,1.5292317800263853,22.876359588810953,34.129643344005956,-1.4062291368266677,2.429,0.5984502319275223
7,1.3279542837690006,1.4163400249369635,22.824462441491484,34.32336325724483,-1.252482707029172,2.175,0.46115782601506283
8,1.5440360320613096,1.3862071464144747,22.757647134315377,34.48987135808502,-1.1320580873427621,-0.285,4.343711271239001
9,1.8043626663428376,1.3421847105813884,22.698887257237672,34.6961711926458,-0.9845534717459753,1.969,0.38760902197664254
10,1.9926589999068263,1.3359016766183818,22.612919357417727,34.80866092701999,-0.8604120640907849,18.668,0.0005396948459630658
11,2.270600765887966,1.3286817788345906,22.460280452843033,34.98723918509534,-0.7118765604907142,-1.513,5.0457774986006125
12,2.4631514067767863,1.3614930068175772,22.32753103422065,35.0777632934457,-0.6057694119592051,-0.161,1.5646883571824497
13,2.648205763437457,1.3921148908962042,22.189186260733376,35.13790428667538,-0.49858312784973274,0.329,0.9861961536105256
14,2.908552468713354,1.4246810163933388,21.97532515107555,35.21955374389973,-0.37457829383546365,2.628,2.8351842175092954
15,3.131144122756343,1.4314938080863457,21.80538660184935,35.30293053571147,-0.2574619221205301,0.326,3.504078932808907
16,3.4032159926488164,1.486288564375935,21.640305914144573,35.36460837472332,-0.05017633866491783,0.67,2.8496800340629416
17,3.655221629342764,1.5549021505417684,21.523977963414502,35.375419428709456,0.17311219645539017,-2.788,3.5689529019642747
18,3.879670283996586,1.6551869764932827,21.463276035673573,35.328366789472,0.38401151766158875,-2.34,2.8689256718169074
19,4.11455035254792,1.6992644370200056,21.39460837771571,35.29417469814646,0.6060121938858909,-2.262,2.35755731115998
20,4.351028212380213,1.7692140391601205,21.30603010249531,35.26792164863312,0.8236964715475784,-1.568,2.017853028680037
21,4.567462611714683,1.849245279913542,21.278110675026404,35.314981811952954,1.033099661144566,0.949,3.911890121667844
22,4.79333589231948,1.9187797603179155,21.19485936509034,35.32901937686381,1.242601224519345,-2.694,2.629581121496639
23,5.015663484097203,1.976039399327416,21.101079140594905,35.34319248037998,1.4436831747187284,-2.692,2.587306829173179
24,5.230487410487915,2.0263924833635842,21.0038140164044,35.384792488527104,1.63065444066162,-2.532,2.4318745218592674
25,5.4571168716766865,2.0555013479147757,20.886827309727853,35.431306816216825,1.819099234856793,-2.295,2.2632958062478186
26,5.597576669984628,2.086698477622765,20.801779884466338,35.47869623267076,1.9203421783405275,-1.544,0.7956493205933194
27,5.849209527434968,2.134411762703436,20.624284028795355,35.57198590728447,2.0723663631885834,-1.466,0.5517374524560342
28,6.048229575127224,2.148690754285582,20.48241474426705,35.646936768923624,2.190113778575943,-1.434,0.5577211148616992
29,6.310296869557755,2.1782807007078775,20.26296216018876,35.75038237958414,2.28920381736175,-1.871,0.2777137988828665
30,6.483849256932589,2.1986714353962378,20.124895647229174,35.81855577419247,2.3692691496239844,-3.278,0.9639720907868471
31,6.7281789401016665,2.240218713191701,19.915737474922768,35.89333460465916,2.471043309158609,-2.012,0.5430547050887349
32,6.889183618750892,2.2698021406088533,19.806899754977184,35.946554246646194,2.577083523090679,-3.324,0.9852289337711962
33,7.0991962639930035,2.304235297857014,19.637925813614732,36.002739801966506,2.688422203141125,-3.367,0.7038616112184966
34,7.369195693825359,2.3200000000000003,19.423,36.075,2.835,-3.318,0.7368447088769746
